case_id	category	monomer_length_bp	k	n_copies	divergence	mutation_rate	indel_rate	at_copy	event_type	gc_content	insertion_kind	insertion_length_bp	length_copies	second_k	second_monomer_bp	shift_offset_bp	slot	source_slots	start_copy	wobble_amplitude	wobble_period_rows
hc_L0250_k03_n0200_d40_m01	hor_clean	250	3	200	0.4	0.01	0.0														
hc_L0250_k03_n0200_d40_m02	hor_clean	250	3	200	0.4	0.02	0.0														
hc_L0250_k03_n0500_d05_m01	hor_clean	250	3	500	0.05	0.01	0.0														
hc_L0250_k03_n0500_d05_m02	hor_clean	250	3	500	0.05	0.02	0.0														
hc_L0250_k03_n0500_d10_m01	hor_clean	250	3	500	0.1	0.01	0.0														
hc_L0250_k03_n0500_d10_m02	hor_clean	250	3	500	0.1	0.02	0.0														
hc_L0250_k03_n0500_d15_m01	hor_clean	250	3	500	0.15	0.01	0.0														
hc_L0250_k03_n0500_d15_m02	hor_clean	250	3	500	0.15	0.02	0.0														
hc_L0250_k03_n0500_d25_m01	hor_clean	250	3	500	0.25	0.01	0.0														
hc_L0250_k03_n0500_d25_m02	hor_clean	250	3	500	0.25	0.02	0.0														
hc_L0250_k03_n0500_d40_m01	hor_clean	250	3	500	0.4	0.01	0.0														
hc_L0250_k03_n0500_d40_m02	hor_clean	250	3	500	0.4	0.02	0.0														
hc_L0250_k06_n0050_d05_m01	hor_clean	250	6	50	0.05	0.01	0.0														
hc_L0250_k06_n0050_d05_m02	hor_clean	250	6	50	0.05	0.02	0.0														
hc_L0250_k06_n0050_d10_m01	hor_clean	250	6	50	0.1	0.01	0.0														
hc_L0250_k06_n0050_d10_m02	hor_clean	250	6	50	0.1	0.02	0.0														
hc_L0250_k06_n0050_d15_m01	hor_clean	250	6	50	0.15	0.01	0.0														
hc_L0250_k06_n0050_d15_m02	hor_clean	250	6	50	0.15	0.02	0.0														
hc_L0250_k06_n0050_d25_m01	hor_clean	250	6	50	0.25	0.01	0.0														
hc_L0250_k06_n0050_d25_m02	hor_clean	250	6	50	0.25	0.02	0.0														
hc_L0250_k06_n0050_d40_m01	hor_clean	250	6	50	0.4	0.01	0.0														
hc_L0250_k06_n0050_d40_m02	hor_clean	250	6	50	0.4	0.02	0.0														
hc_L0250_k06_n0100_d05_m01	hor_clean	250	6	100	0.05	0.01	0.0														
hc_L0250_k06_n0100_d05_m02	hor_clean	250	6	100	0.05	0.02	0.0														
hc_L0250_k06_n0100_d10_m01	hor_clean	250	6	100	0.1	0.01	0.0														
hc_L0250_k06_n0100_d10_m02	hor_clean	250	6	100	0.1	0.02	0.0														
hc_L0250_k06_n0100_d15_m01	hor_clean	250	6	100	0.15	0.01	0.0														
hc_L0250_k06_n0100_d15_m02	hor_clean	250	6	100	0.15	0.02	0.0														
hc_L0250_k06_n0100_d25_m01	hor_clean	250	6	100	0.25	0.01	0.0														
hc_L0250_k06_n0100_d25_m02	hor_clean	250	6	100	0.25	0.02	0.0														
hc_L0250_k06_n0100_d40_m01	hor_clean	250	6	100	0.4	0.01	0.0														
hc_L0250_k06_n0100_d40_m02	hor_clean	250	6	100	0.4	0.02	0.0														
hc_L0250_k06_n0200_d05_m01	hor_clean	250	6	200	0.05	0.01	0.0														
hc_L0250_k06_n0200_d05_m02	hor_clean	250	6	200	0.05	0.02	0.0														
hc_L0250_k06_n0200_d10_m01	hor_clean	250	6	200	0.1	0.01	0.0														
hc_L0250_k06_n0200_d10_m02	hor_clean	250	6	200	0.1	0.02	0.0														
hc_L0250_k06_n0200_d15_m01	hor_clean	250	6	200	0.15	0.01	0.0														
hc_L0250_k06_n0200_d15_m02	hor_clean	250	6	200	0.15	0.02	0.0														
hc_L0250_k06_n0200_d25_m01	hor_clean	250	6	200	0.25	0.01	0.0														
hc_L0250_k06_n0200_d25_m02	hor_clean	250	6	200	0.25	0.02	0.0														
hc_L0250_k06_n0200_d40_m01	hor_clean	250	6	200	0.4	0.01	0.0														
hc_L0250_k06_n0200_d40_m02	hor_clean	250	6	200	0.4	0.02	0.0														
hc_L0250_k06_n0500_d05_m01	hor_clean	250	6	500	0.05	0.01	0.0														
hc_L0250_k06_n0500_d05_m02	hor_clean	250	6	500	0.05	0.02	0.0														
hc_L0250_k06_n0500_d10_m01	hor_clean	250	6	500	0.1	0.01	0.0														
hc_L0250_k06_n0500_d10_m02	hor_clean	250	6	500	0.1	0.02	0.0														
hc_L0250_k06_n0500_d15_m01	hor_clean	250	6	500	0.15	0.01	0.0														
hc_L0250_k06_n0500_d15_m02	hor_clean	250	6	500	0.15	0.02	0.0														
hc_L0250_k06_n0500_d25_m01	hor_clean	250	6	500	0.25	0.01	0.0														
hc_L0250_k06_n0500_d25_m02	hor_clean	250	6	500	0.25	0.02	0.0														
hc_L0250_k06_n0500_d40_m01	hor_clean	250	6	500	0.4	0.01	0.0														
hc_L0250_k06_n0500_d40_m02	hor_clean	250	6	500	0.4	0.02	0.0														
hc_L0250_k08_n0050_d05_m01	hor_clean	250	8	50	0.05	0.01	0.0														
hc_L0250_k08_n0050_d05_m02	hor_clean	250	8	50	0.05	0.02	0.0														
hc_L0250_k08_n0050_d10_m01	hor_clean	250	8	50	0.1	0.01	0.0														
hc_L0250_k08_n0050_d10_m02	hor_clean	250	8	50	0.1	0.02	0.0														
hc_L0250_k08_n0050_d15_m01	hor_clean	250	8	50	0.15	0.01	0.0														
hc_L0250_k08_n0050_d15_m02	hor_clean	250	8	50	0.15	0.02	0.0														
hc_L0250_k08_n0050_d25_m01	hor_clean	250	8	50	0.25	0.01	0.0														
hc_L0250_k08_n0050_d25_m02	hor_clean	250	8	50	0.25	0.02	0.0														
hc_L0250_k08_n0050_d40_m01	hor_clean	250	8	50	0.4	0.01	0.0														
hc_L0250_k08_n0050_d40_m02	hor_clean	250	8	50	0.4	0.02	0.0														
hc_L0250_k08_n0100_d05_m01	hor_clean	250	8	100	0.05	0.01	0.0														
hc_L0250_k08_n0100_d05_m02	hor_clean	250	8	100	0.05	0.02	0.0														
hc_L0250_k08_n0100_d10_m01	hor_clean	250	8	100	0.1	0.01	0.0														
hc_L0250_k08_n0100_d10_m02	hor_clean	250	8	100	0.1	0.02	0.0														
hc_L0250_k08_n0100_d15_m01	hor_clean	250	8	100	0.15	0.01	0.0														
hc_L0250_k08_n0100_d15_m02	hor_clean	250	8	100	0.15	0.02	0.0														
hc_L0250_k08_n0100_d25_m01	hor_clean	250	8	100	0.25	0.01	0.0														
hc_L0250_k08_n0100_d25_m02	hor_clean	250	8	100	0.25	0.02	0.0														
hc_L0250_k08_n0100_d40_m01	hor_clean	250	8	100	0.4	0.01	0.0														
hc_L0250_k08_n0100_d40_m02	hor_clean	250	8	100	0.4	0.02	0.0														
hc_L0250_k08_n0200_d05_m01	hor_clean	250	8	200	0.05	0.01	0.0														
hc_L0250_k08_n0200_d05_m02	hor_clean	250	8	200	0.05	0.02	0.0														
hc_L0250_k08_n0200_d10_m01	hor_clean	250	8	200	0.1	0.01	0.0														
hc_L0250_k08_n0200_d10_m02	hor_clean	250	8	200	0.1	0.02	0.0														
hc_L0250_k08_n0200_d15_m01	hor_clean	250	8	200	0.15	0.01	0.0														
hc_L0250_k08_n0200_d15_m02	hor_clean	250	8	200	0.15	0.02	0.0														
hc_L0250_k08_n0200_d25_m01	hor_clean	250	8	200	0.25	0.01	0.0														
hc_L0250_k08_n0200_d25_m02	hor_clean	250	8	200	0.25	0.02	0.0														
hc_L0250_k08_n0200_d40_m01	hor_clean	250	8	200	0.4	0.01	0.0														
hc_L0250_k08_n0200_d40_m02	hor_clean	250	8	200	0.4	0.02	0.0														
hc_L0250_k08_n0500_d05_m01	hor_clean	250	8	500	0.05	0.01	0.0														
hc_L0250_k08_n0500_d05_m02	hor_clean	250	8	500	0.05	0.02	0.0														
hc_L0250_k08_n0500_d10_m01	hor_clean	250	8	500	0.1	0.01	0.0														
hc_L0250_k08_n0500_d10_m02	hor_clean	250	8	500	0.1	0.02	0.0														
hc_L0250_k08_n0500_d15_m01	hor_clean	250	8	500	0.15	0.01	0.0														
hc_L0250_k08_n0500_d15_m02	hor_clean	250	8	500	0.15	0.02	0.0														
hc_L0250_k08_n0500_d25_m01	hor_clean	250	8	500	0.25	0.01	0.0														
hc_L0250_k08_n0500_d25_m02	hor_clean	250	8	500	0.25	0.02	0.0														
hc_L0250_k08_n0500_d40_m01	hor_clean	250	8	500	0.4	0.01	0.0														
hc_L0250_k08_n0500_d40_m02	hor_clean	250	8	500	0.4	0.02	0.0														
hc_L0250_k12_n0050_d05_m01	hor_clean	250	12	50	0.05	0.01	0.0														
hc_L0250_k12_n0050_d05_m02	hor_clean	250	12	50	0.05	0.02	0.0														
hc_L0250_k12_n0050_d10_m01	hor_clean	250	12	50	0.1	0.01	0.0														
hc_L0250_k12_n0050_d10_m02	hor_clean	250	12	50	0.1	0.02	0.0														
hc_L0250_k12_n0050_d15_m01	hor_clean	250	12	50	0.15	0.01	0.0														
hc_L0250_k12_n0050_d15_m02	hor_clean	250	12	50	0.15	0.02	0.0														
hc_L0250_k12_n0050_d25_m01	hor_clean	250	12	50	0.25	0.01	0.0														
hc_L0250_k12_n0050_d25_m02	hor_clean	250	12	50	0.25	0.02	0.0														
hc_L0250_k12_n0050_d40_m01	hor_clean	250	12	50	0.4	0.01	0.0														
hc_L0250_k12_n0050_d40_m02	hor_clean	250	12	50	0.4	0.02	0.0														
hc_L0250_k12_n0100_d05_m01	hor_clean	250	12	100	0.05	0.01	0.0														
hc_L0250_k12_n0100_d05_m02	hor_clean	250	12	100	0.05	0.02	0.0														
hc_L0250_k12_n0100_d10_m01	hor_clean	250	12	100	0.1	0.01	0.0														
hc_L0250_k12_n0100_d10_m02	hor_clean	250	12	100	0.1	0.02	0.0														
hc_L0250_k12_n0100_d15_m01	hor_clean	250	12	100	0.15	0.01	0.0														
hc_L0250_k12_n0100_d15_m02	hor_clean	250	12	100	0.15	0.02	0.0														
hc_L0250_k12_n0100_d25_m01	hor_clean	250	12	100	0.25	0.01	0.0														
hc_L0250_k12_n0100_d25_m02	hor_clean	250	12	100	0.25	0.02	0.0														
hc_L0250_k12_n0100_d40_m01	hor_clean	250	12	100	0.4	0.01	0.0														
hc_L0250_k12_n0100_d40_m02	hor_clean	250	12	100	0.4	0.02	0.0														
hc_L0250_k12_n0200_d05_m01	hor_clean	250	12	200	0.05	0.01	0.0														
hc_L0250_k12_n0200_d05_m02	hor_clean	250	12	200	0.05	0.02	0.0														
hc_L0250_k12_n0200_d10_m01	hor_clean	250	12	200	0.1	0.01	0.0														
hc_L0250_k12_n0200_d10_m02	hor_clean	250	12	200	0.1	0.02	0.0														
hc_L0250_k12_n0200_d15_m01	hor_clean	250	12	200	0.15	0.01	0.0														
hc_L0250_k12_n0200_d15_m02	hor_clean	250	12	200	0.15	0.02	0.0														
hc_L0250_k12_n0200_d25_m01	hor_clean	250	12	200	0.25	0.01	0.0														
hc_L0250_k12_n0200_d25_m02	hor_clean	250	12	200	0.25	0.02	0.0														
hc_L0250_k12_n0200_d40_m01	hor_clean	250	12	200	0.4	0.01	0.0														
hc_L0250_k12_n0200_d40_m02	hor_clean	250	12	200	0.4	0.02	0.0														
hc_L0250_k12_n0500_d05_m01	hor_clean	250	12	500	0.05	0.01	0.0														
hc_L0250_k12_n0500_d05_m02	hor_clean	250	12	500	0.05	0.02	0.0														
hc_L0250_k12_n0500_d10_m01	hor_clean	250	12	500	0.1	0.01	0.0														
hc_L0250_k12_n0500_d10_m02	hor_clean	250	12	500	0.1	0.02	0.0														
hc_L0250_k12_n0500_d15_m01	hor_clean	250	12	500	0.15	0.01	0.0														
hc_L0250_k12_n0500_d15_m02	hor_clean	250	12	500	0.15	0.02	0.0														
hc_L0250_k12_n0500_d25_m01	hor_clean	250	12	500	0.25	0.01	0.0														
hc_L0250_k12_n0500_d25_m02	hor_clean	250	12	500	0.25	0.02	0.0														
hc_L0250_k12_n0500_d40_m01	hor_clean	250	12	500	0.4	0.01	0.0														
hc_L0250_k12_n0500_d40_m02	hor_clean	250	12	500	0.4	0.02	0.0														
hc_L0250_k16_n0050_d05_m01	hor_clean	250	16	50	0.05	0.01	0.0														
hc_L0250_k16_n0050_d05_m02	hor_clean	250	16	50	0.05	0.02	0.0														
hc_L0250_k16_n0050_d10_m01	hor_clean	250	16	50	0.1	0.01	0.0														
hc_L0250_k16_n0050_d10_m02	hor_clean	250	16	50	0.1	0.02	0.0														
hc_L0250_k16_n0050_d15_m01	hor_clean	250	16	50	0.15	0.01	0.0														
hc_L0250_k16_n0050_d15_m02	hor_clean	250	16	50	0.15	0.02	0.0														
hc_L0250_k16_n0050_d25_m01	hor_clean	250	16	50	0.25	0.01	0.0														
hc_L0250_k16_n0050_d25_m02	hor_clean	250	16	50	0.25	0.02	0.0														
hc_L0250_k16_n0050_d40_m01	hor_clean	250	16	50	0.4	0.01	0.0														
hc_L0250_k16_n0050_d40_m02	hor_clean	250	16	50	0.4	0.02	0.0														
hc_L0250_k16_n0100_d05_m01	hor_clean	250	16	100	0.05	0.01	0.0														
hc_L0250_k16_n0100_d05_m02	hor_clean	250	16	100	0.05	0.02	0.0														
hc_L0250_k16_n0100_d10_m01	hor_clean	250	16	100	0.1	0.01	0.0														
hc_L0250_k16_n0100_d10_m02	hor_clean	250	16	100	0.1	0.02	0.0														
hc_L0250_k16_n0100_d15_m01	hor_clean	250	16	100	0.15	0.01	0.0														
hc_L0250_k16_n0100_d15_m02	hor_clean	250	16	100	0.15	0.02	0.0														
hc_L0250_k16_n0100_d25_m01	hor_clean	250	16	100	0.25	0.01	0.0														
hc_L0250_k16_n0100_d25_m02	hor_clean	250	16	100	0.25	0.02	0.0														
hc_L0250_k16_n0100_d40_m01	hor_clean	250	16	100	0.4	0.01	0.0														
hc_L0250_k16_n0100_d40_m02	hor_clean	250	16	100	0.4	0.02	0.0														
hc_L0250_k16_n0200_d05_m01	hor_clean	250	16	200	0.05	0.01	0.0														
hc_L0250_k16_n0200_d05_m02	hor_clean	250	16	200	0.05	0.02	0.0														
hc_L0250_k16_n0200_d10_m01	hor_clean	250	16	200	0.1	0.01	0.0														
hc_L0250_k16_n0200_d10_m02	hor_clean	250	16	200	0.1	0.02	0.0														
hc_L0250_k16_n0200_d15_m01	hor_clean	250	16	200	0.15	0.01	0.0														
hc_L0250_k16_n0200_d15_m02	hor_clean	250	16	200	0.15	0.02	0.0														
hc_L0250_k16_n0200_d25_m01	hor_clean	250	16	200	0.25	0.01	0.0														
hc_L0250_k16_n0200_d25_m02	hor_clean	250	16	200	0.25	0.02	0.0														
hc_L0250_k16_n0200_d40_m01	hor_clean	250	16	200	0.4	0.01	0.0														
hc_L0250_k16_n0200_d40_m02	hor_clean	250	16	200	0.4	0.02	0.0														
hc_L0250_k16_n0500_d05_m01	hor_clean	250	16	500	0.05	0.01	0.0														
hc_L0250_k16_n0500_d05_m02	hor_clean	250	16	500	0.05	0.02	0.0														
hc_L0250_k16_n0500_d10_m01	hor_clean	250	16	500	0.1	0.01	0.0														
hc_L0250_k16_n0500_d10_m02	hor_clean	250	16	500	0.1	0.02	0.0														
hc_L0250_k16_n0500_d15_m01	hor_clean	250	16	500	0.15	0.01	0.0														
hc_L0250_k16_n0500_d15_m02	hor_clean	250	16	500	0.15	0.02	0.0														
hc_L0250_k16_n0500_d25_m01	hor_clean	250	16	500	0.25	0.01	0.0														
hc_L0250_k16_n0500_d25_m02	hor_clean	250	16	500	0.25	0.02	0.0														
hc_L0250_k16_n0500_d40_m01	hor_clean	250	16	500	0.4	0.01	0.0														
hc_L0250_k16_n0500_d40_m02	hor_clean	250	16	500	0.4	0.02	0.0														
wb_L0100_k06_A05_P0000	hor_wobble	100	6	200	0.15	0.02	0.0													0.5	0
wb_L0100_k06_A05_P0200	hor_wobble	100	6	200	0.15	0.02	0.0													0.5	200
wb_L0100_k06_A05_P0500	hor_wobble	100	6	200	0.15	0.02	0.0													0.5	500
wb_L0100_k06_A05_P1000	hor_wobble	100	6	200	0.15	0.02	0.0													0.5	1000
wb_L0100_k06_A05_P2000	hor_wobble	100	6	200	0.15	0.02	0.0													0.5	2000
wb_L0100_k06_A10_P0000	hor_wobble	100	6	200	0.15	0.02	0.0													1.0	0
wb_L0100_k06_A10_P0200	hor_wobble	100	6	200	0.15	0.02	0.0													1.0	200
wb_L0100_k06_A10_P0500	hor_wobble	100	6	200	0.15	0.02	0.0													1.0	500
wb_L0100_k06_A10_P1000	hor_wobble	100	6	200	0.15	0.02	0.0													1.0	1000
wb_L0100_k06_A10_P2000	hor_wobble	100	6	200	0.15	0.02	0.0													1.0	2000
wb_L0100_k06_A20_P0000	hor_wobble	100	6	200	0.15	0.02	0.0													2.0	0
wb_L0100_k06_A20_P0200	hor_wobble	100	6	200	0.15	0.02	0.0													2.0	200
wb_L0100_k06_A20_P0500	hor_wobble	100	6	200	0.15	0.02	0.0													2.0	500
wb_L0100_k06_A20_P1000	hor_wobble	100	6	200	0.15	0.02	0.0													2.0	1000
wb_L0100_k06_A20_P2000	hor_wobble	100	6	200	0.15	0.02	0.0													2.0	2000
wb_L0100_k06_A30_P0000	hor_wobble	100	6	200	0.15	0.02	0.0													3.0	0
wb_L0100_k06_A30_P0200	hor_wobble	100	6	200	0.15	0.02	0.0													3.0	200
wb_L0100_k06_A30_P0500	hor_wobble	100	6	200	0.15	0.02	0.0													3.0	500
wb_L0100_k06_A30_P1000	hor_wobble	100	6	200	0.15	0.02	0.0													3.0	1000
wb_L0100_k06_A30_P2000	hor_wobble	100	6	200	0.15	0.02	0.0													3.0	2000
wb_L0100_k06_A50_P0000	hor_wobble	100	6	200	0.15	0.02	0.0													5.0	0
wb_L0100_k06_A50_P0200	hor_wobble	100	6	200	0.15	0.02	0.0													5.0	200
wb_L0100_k06_A50_P0500	hor_wobble	100	6	200	0.15	0.02	0.0													5.0	500
wb_L0100_k06_A50_P1000	hor_wobble	100	6	200	0.15	0.02	0.0													5.0	1000
wb_L0100_k06_A50_P2000	hor_wobble	100	6	200	0.15	0.02	0.0													5.0	2000
wb_L0100_k12_A05_P0000	hor_wobble	100	12	200	0.15	0.02	0.0													0.5	0
wb_L0100_k12_A05_P0200	hor_wobble	100	12	200	0.15	0.02	0.0													0.5	200
wb_L0100_k12_A05_P0500	hor_wobble	100	12	200	0.15	0.02	0.0													0.5	500
wb_L0100_k12_A05_P1000	hor_wobble	100	12	200	0.15	0.02	0.0													0.5	1000
wb_L0100_k12_A05_P2000	hor_wobble	100	12	200	0.15	0.02	0.0													0.5	2000
wb_L0100_k12_A10_P0000	hor_wobble	100	12	200	0.15	0.02	0.0													1.0	0
wb_L0100_k12_A10_P0200	hor_wobble	100	12	200	0.15	0.02	0.0													1.0	200
wb_L0100_k12_A10_P0500	hor_wobble	100	12	200	0.15	0.02	0.0													1.0	500
wb_L0100_k12_A10_P1000	hor_wobble	100	12	200	0.15	0.02	0.0													1.0	1000
wb_L0100_k12_A10_P2000	hor_wobble	100	12	200	0.15	0.02	0.0													1.0	2000
wb_L0100_k12_A20_P0000	hor_wobble	100	12	200	0.15	0.02	0.0													2.0	0
wb_L0100_k12_A20_P0200	hor_wobble	100	12	200	0.15	0.02	0.0													2.0	200
wb_L0100_k12_A20_P0500	hor_wobble	100	12	200	0.15	0.02	0.0													2.0	500
wb_L0100_k12_A20_P1000	hor_wobble	100	12	200	0.15	0.02	0.0													2.0	1000
wb_L0100_k12_A20_P2000	hor_wobble	100	12	200	0.15	0.02	0.0													2.0	2000
wb_L0100_k12_A30_P0000	hor_wobble	100	12	200	0.15	0.02	0.0													3.0	0
wb_L0100_k12_A30_P0200	hor_wobble	100	12	200	0.15	0.02	0.0													3.0	200
wb_L0100_k12_A30_P0500	hor_wobble	100	12	200	0.15	0.02	0.0													3.0	500
wb_L0100_k12_A30_P1000	hor_wobble	100	12	200	0.15	0.02	0.0													3.0	1000
wb_L0100_k12_A30_P2000	hor_wobble	100	12	200	0.15	0.02	0.0													3.0	2000
wb_L0100_k12_A50_P0000	hor_wobble	100	12	200	0.15	0.02	0.0													5.0	0
wb_L0100_k12_A50_P0200	hor_wobble	100	12	200	0.15	0.02	0.0													5.0	200
wb_L0100_k12_A50_P0500	hor_wobble	100	12	200	0.15	0.02	0.0													5.0	500
wb_L0100_k12_A50_P1000	hor_wobble	100	12	200	0.15	0.02	0.0													5.0	1000
wb_L0100_k12_A50_P2000	hor_wobble	100	12	200	0.15	0.02	0.0													5.0	2000
wb_L0171_k06_A05_P0000	hor_wobble	171	6	200	0.15	0.02	0.0													0.5	0
wb_L0171_k06_A05_P0200	hor_wobble	171	6	200	0.15	0.02	0.0													0.5	200
wb_L0171_k06_A05_P0500	hor_wobble	171	6	200	0.15	0.02	0.0													0.5	500
wb_L0171_k06_A05_P1000	hor_wobble	171	6	200	0.15	0.02	0.0													0.5	1000
wb_L0171_k06_A05_P2000	hor_wobble	171	6	200	0.15	0.02	0.0													0.5	2000
wb_L0171_k06_A10_P0000	hor_wobble	171	6	200	0.15	0.02	0.0													1.0	0
wb_L0171_k06_A10_P0200	hor_wobble	171	6	200	0.15	0.02	0.0													1.0	200
wb_L0171_k06_A10_P0500	hor_wobble	171	6	200	0.15	0.02	0.0													1.0	500
wb_L0171_k06_A10_P1000	hor_wobble	171	6	200	0.15	0.02	0.0													1.0	1000
wb_L0171_k06_A10_P2000	hor_wobble	171	6	200	0.15	0.02	0.0													1.0	2000
wb_L0171_k06_A20_P0000	hor_wobble	171	6	200	0.15	0.02	0.0													2.0	0
wb_L0171_k06_A20_P0200	hor_wobble	171	6	200	0.15	0.02	0.0													2.0	200
wb_L0171_k06_A20_P0500	hor_wobble	171	6	200	0.15	0.02	0.0													2.0	500
wb_L0171_k06_A20_P1000	hor_wobble	171	6	200	0.15	0.02	0.0													2.0	1000
wb_L0171_k06_A20_P2000	hor_wobble	171	6	200	0.15	0.02	0.0													2.0	2000
wb_L0171_k06_A30_P0000	hor_wobble	171	6	200	0.15	0.02	0.0													3.0	0
wb_L0171_k06_A30_P0200	hor_wobble	171	6	200	0.15	0.02	0.0													3.0	200
wb_L0171_k06_A30_P0500	hor_wobble	171	6	200	0.15	0.02	0.0													3.0	500
wb_L0171_k06_A30_P1000	hor_wobble	171	6	200	0.15	0.02	0.0													3.0	1000
wb_L0171_k06_A30_P2000	hor_wobble	171	6	200	0.15	0.02	0.0													3.0	2000
wb_L0171_k06_A50_P0000	hor_wobble	171	6	200	0.15	0.02	0.0													5.0	0
wb_L0171_k06_A50_P0200	hor_wobble	171	6	200	0.15	0.02	0.0													5.0	200
wb_L0171_k06_A50_P0500	hor_wobble	171	6	200	0.15	0.02	0.0													5.0	500
wb_L0171_k06_A50_P1000	hor_wobble	171	6	200	0.15	0.02	0.0													5.0	1000
wb_L0171_k06_A50_P2000	hor_wobble	171	6	200	0.15	0.02	0.0													5.0	2000
wb_L0171_k12_A05_P0000	hor_wobble	171	12	200	0.15	0.02	0.0													0.5	0
wb_L0171_k12_A05_P0200	hor_wobble	171	12	200	0.15	0.02	0.0													0.5	200
wb_L0171_k12_A05_P0500	hor_wobble	171	12	200	0.15	0.02	0.0													0.5	500
wb_L0171_k12_A05_P1000	hor_wobble	171	12	200	0.15	0.02	0.0													0.5	1000
wb_L0171_k12_A05_P2000	hor_wobble	171	12	200	0.15	0.02	0.0													0.5	2000
wb_L0171_k12_A10_P0000	hor_wobble	171	12	200	0.15	0.02	0.0													1.0	0
wb_L0171_k12_A10_P0200	hor_wobble	171	12	200	0.15	0.02	0.0													1.0	200
wb_L0171_k12_A10_P0500	hor_wobble	171	12	200	0.15	0.02	0.0													1.0	500
wb_L0171_k12_A10_P1000	hor_wobble	171	12	200	0.15	0.02	0.0													1.0	1000
wb_L0171_k12_A10_P2000	hor_wobble	171	12	200	0.15	0.02	0.0													1.0	2000
wb_L0171_k12_A20_P0000	hor_wobble	171	12	200	0.15	0.02	0.0													2.0	0
wb_L0171_k12_A20_P0200	hor_wobble	171	12	200	0.15	0.02	0.0													2.0	200
wb_L0171_k12_A20_P0500	hor_wobble	171	12	200	0.15	0.02	0.0													2.0	500
wb_L0171_k12_A20_P1000	hor_wobble	171	12	200	0.15	0.02	0.0													2.0	1000
wb_L0171_k12_A20_P2000	hor_wobble	171	12	200	0.15	0.02	0.0													2.0	2000
wb_L0171_k12_A30_P0000	hor_wobble	171	12	200	0.15	0.02	0.0													3.0	0
wb_L0171_k12_A30_P0200	hor_wobble	171	12	200	0.15	0.02	0.0													3.0	200
wb_L0171_k12_A30_P0500	hor_wobble	171	12	200	0.15	0.02	0.0													3.0	500
wb_L0171_k12_A30_P1000	hor_wobble	171	12	200	0.15	0.02	0.0													3.0	1000
wb_L0171_k12_A30_P2000	hor_wobble	171	12	200	0.15	0.02	0.0													3.0	2000
wb_L0171_k12_A50_P0000	hor_wobble	171	12	200	0.15	0.02	0.0													5.0	0
wb_L0171_k12_A50_P0200	hor_wobble	171	12	200	0.15	0.02	0.0													5.0	200
wb_L0171_k12_A50_P0500	hor_wobble	171	12	200	0.15	0.02	0.0													5.0	500
wb_L0171_k12_A50_P1000	hor_wobble	171	12	200	0.15	0.02	0.0													5.0	1000
wb_L0171_k12_A50_P2000	hor_wobble	171	12	200	0.15	0.02	0.0													5.0	2000
sh_L0171_k06_n0025_off-0050	hor_shift	171	6	50	0.15	0.02	0.0									-50					
sh_L0171_k06_n0025_off-0025	hor_shift	171	6	50	0.15	0.02	0.0									-25					
sh_L0171_k06_n0025_off-0010	hor_shift	171	6	50	0.15	0.02	0.0									-10					
sh_L0171_k06_n0025_off+0010	hor_shift	171	6	50	0.15	0.02	0.0									10					
sh_L0171_k06_n0025_off+0025	hor_shift	171	6	50	0.15	0.02	0.0									25					
sh_L0171_k06_n0025_off+0050	hor_shift	171	6	50	0.15	0.02	0.0									50					
sh_L0171_k06_n0025_off+0100	hor_shift	171	6	50	0.15	0.02	0.0									100					
sh_L0171_k06_n0025_off+0150	hor_shift	171	6	50	0.15	0.02	0.0									150					
sh_L0171_k06_n0025_off+0200	hor_shift	171	6	50	0.15	0.02	0.0									200					
sh_L0171_k06_n0025_off+0300	hor_shift	171	6	50	0.15	0.02	0.0									300					
sh_L0171_k06_n0050_off-0050	hor_shift	171	6	100	0.15	0.02	0.0									-50					
sh_L0171_k06_n0050_off-0025	hor_shift	171	6	100	0.15	0.02	0.0									-25					
sh_L0171_k06_n0050_off-0010	hor_shift	171	6	100	0.15	0.02	0.0									-10					
sh_L0171_k06_n0050_off+0010	hor_shift	171	6	100	0.15	0.02	0.0									10					
sh_L0171_k06_n0050_off+0025	hor_shift	171	6	100	0.15	0.02	0.0									25					
sh_L0171_k06_n0050_off+0050	hor_shift	171	6	100	0.15	0.02	0.0									50					
sh_L0171_k06_n0050_off+0100	hor_shift	171	6	100	0.15	0.02	0.0									100					
sh_L0171_k06_n0050_off+0150	hor_shift	171	6	100	0.15	0.02	0.0									150					
sh_L0171_k06_n0050_off+0200	hor_shift	171	6	100	0.15	0.02	0.0									200					
sh_L0171_k06_n0050_off+0300	hor_shift	171	6	100	0.15	0.02	0.0									300					
sh_L0171_k06_n0100_off-0050	hor_shift	171	6	200	0.15	0.02	0.0									-50					
sh_L0171_k06_n0100_off-0025	hor_shift	171	6	200	0.15	0.02	0.0									-25					
sh_L0171_k06_n0100_off-0010	hor_shift	171	6	200	0.15	0.02	0.0									-10					
sh_L0171_k06_n0100_off+0010	hor_shift	171	6	200	0.15	0.02	0.0									10					
sh_L0171_k06_n0100_off+0025	hor_shift	171	6	200	0.15	0.02	0.0									25					
sh_L0171_k06_n0100_off+0050	hor_shift	171	6	200	0.15	0.02	0.0									50					
sh_L0171_k06_n0100_off+0100	hor_shift	171	6	200	0.15	0.02	0.0									100					
